# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr 26 22:53:54 2021
#
# COLUMN toi:            TESS Object of Interest
# COLUMN toipfx:         TESS Object of Interest Prefix
# COLUMN tid:            TESS Input Catalog ID
# COLUMN ctoi_alias:     Community TESS Object of Interest Alias
# COLUMN pl_pnum:        Pipeline Signal ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN raerr1:         RA Upper Unc
# COLUMN raerr2:         RA Lower Unc
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN decerr1:        Dec Upper Unc
# COLUMN decerr2:        Dec Lower Unc
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmraerr1:    PMRA Upper Unc [mas/yr]
# COLUMN st_pmraerr2:    PMRA Lower Unc [mas/yr]
# COLUMN st_pmralim:     PMRA Limit Flag
# COLUMN st_pmrasymerr:  PMRA Symmetric Error Flag
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN st_pmdecerr1:   PMDec Upper Unc [mas/yr]
# COLUMN st_pmdecerr2:   PMDec Lower Unc [mas/yr]
# COLUMN st_pmdeclim:    PMDec Limit Flag
# COLUMN st_pmdecsymerr: PMDec Symmetric Error Flag
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_tranmiderr1: Planet Transit Midpoint Upper Unc [BJD]
# COLUMN pl_tranmiderr2: Planit Transit Midpoint Lower Unc [BJD]
# COLUMN pl_tranmidlim:  Planet Transit Midpoint Limit Flag
# COLUMN pl_tranmidsymerr: Planet Transit Midpoint Symmetric Error Flag
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_orbpersymerr: Planet Orbital Period Symmetric Error Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
# COLUMN pl_trandurhsymerr: Planet Transit Duration Symmetric Error Flag
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_trandeperr1: Planet Transit Depth Upper Unc [ppm]
# COLUMN pl_trandeperr2: Planet Transit Depth Lower Unc [ppm]
# COLUMN pl_trandeplim:  Planet Transit Depth Limit Flag
# COLUMN pl_trandepsymerr: Planet Transit Depth Symmetric Error Flag
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc [R_Earth]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc [R_Earth]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radesymerr:  Planet Radius Symmetric Error Flag
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_insolerr1:   Planet Insolation Upper Unc [Earth flux]
# COLUMN pl_insolerr2:   Planet Insolation Lower Unc [Earth flux]
# COLUMN pl_insollim:    Planet Insolation Limit Flag
# COLUMN pl_insolsymerr: Planet Insolation Symmetric Error Flag
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_eqterr1:     Planet Equilibrium Temperature Upper Unc [K]
# COLUMN pl_eqterr2:     Planet Equilibrium Temperature Lower Unc [K]
# COLUMN pl_eqtlim:      Planet Equilibrium Temperature Limit Flag
# COLUMN pl_eqtsymerr:   Planet Equilibrium Temperature Symmetric Error Flag
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_tmagerr1:    TESS Magnitude Upper Unc
# COLUMN st_tmagerr2:    TESS Magnitude Lower Unc
# COLUMN st_tmaglim:     TESS Magnitude Limit Flag
# COLUMN st_tmagsymerr:  TESS Magnitude Symmetric Error Flag
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_disterr1:    Stellar Distance Upper Unc [pc]
# COLUMN st_disterr2:    Stellar Distance Lower Unc [pc]
# COLUMN st_distlim:     Stellar Distance Limit Flag
# COLUMN st_distsymerr:  Stellar Distance Symmetric Error Flag
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_tefferr1:    Stellar Effective Termperature Upper Unc [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_teffsymerr:  Stellar Effective Temperature Symmetric Error Flag
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_loggerr1:    Stellar log(g) Upper Unc [cm/s**]
# COLUMN st_loggerr2:    Stellar log(g) Lower Unc [cm/s**2]
# COLUMN st_logglim:     Stellar log(g) Limit Flag
# COLUMN st_loggsymerr:  Stellar log(g) Symmetric Error Flag
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN st_raderr1:     Stellar Radius Upper Unc [R_Sun]
# COLUMN st_raderr2:     Stellar Radius Lower Unc [R_Sun]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_radsymerr:   Stellar Radius Symmetric Error Flag
# COLUMN toi_created:    TOI Created Date
# COLUMN rowupdate:      Date Modified
#
toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate
203.01,203,259962054,259962054.01,1,PC,02h52m04.34s,43.0180760,,,-67d41m13.26s,-67.6870160,,,-55.6990000,0.098,-0.098,0,1,149.2730000,0.090,-0.090,0,1,2458327.7291260,0.007615,-0.007615,0,1,51.9532360,0.0103890,-0.0103890,0,1,6.3155330,0.8496250,-0.8496250,0,1,2534.4399410,296.2564090,-296.2564090,0,1,1.2212020,0.3920140,-0.3920140,0,1,1.1442740,,,,,263.7863160,,,,,12.2423000,0.007,-0.007,0,1,24.7894000,0.0285000,-0.0285000,0,1,3203.0000000,63.0000000,-63.0000000,0,1,5.0168200,0.4230750,-0.4230750,0,1,0.2410000,0.0430000,-0.0430000,0,1,2018-10-22 18:35:20,2020-10-30 01:59:02
2030.01,2030,422656370,422656370.01,1,APC,23h18m41.3s,349.6720860,,,+68d17m57.18s,68.2992170,,,28.2470000,0.045,-0.045,0,1,0.6520000,0.040,-0.040,0,1,2458767.4891600,0.000650,-0.000650,0,1,1.3254300,0.0000100,-0.0000100,0,1,1.0470000,0.1620000,-0.1620000,0,1,2010.0000000,3.3740700,-3.3740700,0,1,13.9946000,0.8636360,-0.8636360,0,1,829.0840000,,,,,1494.0000000,,,,,10.8489000,0.022,-0.022,0,1,367.3550000,3.4215000,-3.4215000,0,1,5778.0000000,186.2000000,-186.2000000,0,1,3.7400000,0.0800000,-0.0800000,0,1,2.2900000,0.1200000,-0.1200000,0,1,2020-06-19 07:20:03,2020-11-17 12:00:42
2031.01,2031,470127886,470127886.01,1,PC,22h04m28.27s,331.1178080,,,+81d33m57.42s,81.5659510,,,25.7190000,0.035,-0.035,0,1,2.5070000,0.034,-0.034,0,1,2458794.3886800,0.000230,-0.000230,0,1,5.7154700,0.0000100,-0.0000100,0,1,3.9250000,0.0320000,-0.0320000,0,1,13280.0000000,0.3060390,-0.3060390,0,1,13.8404000,0.5799490,-0.5799490,0,1,542.2460000,,,,,1344.0000000,,,,,10.7609000,0.036,-0.036,0,1,276.1050000,1.5315000,-1.5315000,0,1,6664.0000000,265.1000000,-265.1000000,0,1,4.4400000,0.0900000,-0.0900000,0,1,1.1800000,0.0500000,-0.0500000,0,1,2020-06-19 07:20:03,2020-10-30 01:59:02
2032.01,2032,470159478,470159478.01,1,APC,22h13m14.82s,333.3117320,,,+81d44m23.02s,81.7397290,,,9.1000000,2.300,-2.300,0,1,2.1000000,2.400,-2.400,0,1,2458802.0143500,0.001600,-0.001600,0,1,17.0093400,0.0002500,-0.0002500,0,1,2.4050000,0.1840000,-0.1840000,0,1,4200.0000000,287.2090000,-287.2090000,0,1,15.5178000,,,0,1,89.3167000,,,,,,,,,,10.9293000,0.006,-0.006,0,1,293.0000000,,,0,1,6542.0000000,,,0,1,,,,0,1,1.5000000,,,0,1,2020-06-19 07:20:03,2020-11-17 12:00:42
2033.01,2033,53617134,53617134.01,1,PC,01h10m43.22s,17.6800980,,,+65d14m58.73s,65.2496480,,,24.9710000,0.045,-0.045,0,1,-2.5550000,0.046,-0.046,0,1,2458794.6827000,0.002430,-0.002430,0,1,18.8238000,0.0003300,-0.0003300,0,1,4.8060000,0.2760000,-0.2760000,0,1,2360.0000000,1.0251700,-1.0251700,0,1,9.6260600,0.4265470,-0.4265470,0,1,109.1620000,,,,,900.0000000,,,,,9.4622100,0.006,-0.006,0,1,281.1840000,2.4580000,-2.4580000,0,1,7014.0000000,163.9000000,-163.9000000,0,1,4.0500000,0.0900000,-0.0900000,0,1,1.9500000,0.0700000,-0.0700000,0,1,2020-06-19 07:20:03,2020-11-17 12:00:42
2034.01,2034,427279997,427279997.01,1,FP,23h25m31.38s,351.3807440,,,+54d36m04.26s,54.6011820,,,-1.5350000,0.075,-0.075,0,1,-1.9110000,0.075,-0.075,0,1,2458768.7275300,0.007220,-0.007220,0,1,2.8945300,0.0001900,-0.0001900,0,1,3.3270000,0.7460000,-0.7460000,0,1,550.0000000,2.3242200,-2.3242200,0,1,6.2084500,0.5692800,-0.5692800,0,1,9411.1600000,,,,,2743.0000000,,,,,10.5682000,0.013,-0.013,0,1,909.5110000,44.8145000,-44.8145000,0,1,9714.0000000,228.9000000,-228.9000000,0,1,3.9800000,0.0800000,-0.0800000,0,1,2.6800000,0.1500000,-0.1500000,0,1,2020-06-19 07:20:03,2020-11-24 12:00:36
2035.01,2035,53709089,53709089.01,1,PC,01h10m56.81s,17.7367100,,,+61d05m31.59s,61.0921070,,,-3.0000000,1.800,-1.800,0,1,-0.3000000,1.800,-1.800,0,1,2458793.5048500,0.008180,-0.008180,0,1,8.5122600,0.0005400,-0.0005400,0,1,3.0680000,0.7860000,-0.7860000,0,1,620.0000000,2.2531900,-2.2531900,0,1,5.9010500,,,0,1,872.7720000,,,,,,,,,,9.1196000,0.006,-0.006,0,1,359.4040000,,,0,1,9387.0000000,,,0,1,,,,0,1,2.3500000,,,0,1,2020-06-19 07:20:03,2020-12-03 12:00:40
2036.01,2036,368320811,368320811.01,1,PC,15h32m03.58s,233.0149230,,,+24d05m06.06s,24.0850160,,,-17.5580000,0.042,-0.042,0,1,15.1610000,0.037,-0.037,0,1,2458956.1928100,0.004300,-0.004300,0,1,1.2582500,0.0003300,-0.0003300,0,1,1.1920000,0.2280000,-0.2280000,0,1,470.0000000,1.7194800,-1.7194800,0,1,4.8504000,0.3776220,-0.3776220,0,1,1332.5200000,,,,,1683.0000000,,,,,8.9791300,0.006,-0.006,0,1,231.8270000,1.6665000,-1.6665000,0,1,6549.0000000,134.3000000,-134.3000000,0,1,3.8900000,0.0900000,-0.0900000,0,1,2.1800000,0.0900000,-0.0900000,0,1,2020-06-19 07:20:03,2021-04-21 12:01:49
2037.01,2037,405559035,405559035.01,1,PC,15h39m26.71s,234.8612930,,,+55d09m12.59s,55.1534980,,,-11.9690000,0.043,-0.043,0,1,-23.7470000,0.050,-0.050,0,1,2458747.6839900,0.010810,-0.010810,0,1,11.1503100,0.0006600,-0.0006600,0,1,4.4490000,0.4810000,-0.4810000,0,1,630.0000000,1.3806900,-1.3806900,0,1,2.8634500,0.1977950,-0.1977950,0,1,194.6940000,,,,,1040.0000000,,,,,10.6700000,0.007,-0.007,0,1,263.9580000,1.6410000,-1.6410000,0,1,6319.0000000,123.0000000,-123.0000000,0,1,4.3800000,0.0900000,-0.0900000,0,1,1.1900000,0.0500000,-0.0500000,0,1,2020-06-19 07:20:03,2021-03-06 12:01:24
2038.01,2038,235937532,235937532.01,1,APC,19h35m39.5s,293.9146010,,,+81d33m17.25s,81.5547910,,,-2.7760000,0.061,-0.061,0,1,-0.5420000,0.069,-0.069,0,1,2458793.7975600,0.000980,-0.000980,0,1,3.7321300,0.0000300,-0.0000300,0,1,5.3550000,0.2620000,-0.2620000,0,1,3360.0000000,0.6027150,-0.6027150,0,1,16.3350000,0.8147680,-0.8147680,0,1,2762.1800000,,,,,2019.0000000,,,,,10.5352000,0.008,-0.008,0,1,603.1720000,12.4410000,-12.4410000,0,1,6570.0000000,124.8000000,-124.8000000,0,1,3.6800000,0.0900000,-0.0900000,0,1,2.8000000,0.1300000,-0.1300000,0,1,2020-06-19 07:20:03,2021-01-09 12:01:24
2039.01,2039,237071229,237071229.01,1,PC,20h28m05.46s,307.0227460,,,+61d52m17.08s,61.8714110,,,-17.5860000,0.046,-0.046,0,1,-19.7250000,0.042,-0.042,0,1,2458717.6014100,0.002830,-0.002830,0,1,11.2488600,0.0002600,-0.0002600,0,1,2.9900000,0.2550000,-0.2550000,0,1,1390.0000000,2.2272900,-2.2272900,0,1,5.4829100,0.3360460,-0.3360460,0,1,79.0204000,,,,,830.0000000,,,,,10.4719000,0.006,-0.006,0,1,276.0530000,1.5620000,-1.5620000,0,1,6308.0000000,190.4000000,-190.4000000,0,1,4.1900000,0.0900000,-0.0900000,0,1,1.4800000,0.0600000,-0.0600000,0,1,2020-06-19 07:20:03,2020-06-20 12:00:53
204.01,204,281781375,281781375.01,1,PC,00h51m54.24s,12.9760100,,,-59d20m37.13s,-59.3436470,,,88.8870000,0.042,-0.042,0,1,-148.9600000,0.042,-0.042,0,1,2458328.0325570,0.005254,-0.005254,0,1,43.8290500,0.0005500,-0.0005500,0,1,4.3420000,0.8480000,-0.8480000,0,1,546.0000000,1.6644400,-1.6644400,0,1,2.2482000,0.1886450,-0.1886450,0,1,7.9337700,,,,,467.0000000,,,,,9.2182000,0.006,-0.006,0,1,95.3428000,0.2145500,-0.2145500,0,1,5605.0000000,187.0000000,-187.0000000,0,1,4.3997300,0.2707070,-0.2707070,0,1,1.0400000,0.0500000,-0.0500000,0,1,2018-10-22 18:35:29,2020-11-17 16:00:02
2040.01,2040,427730490,427730490.01,1,PC,23h29m05.94s,352.2747300,,,+71d30m23.31s,71.5064740,,,44.8530000,0.042,-0.042,0,1,25.3680000,0.041,-0.041,0,1,2458767.4299800,0.000240,-0.000240,0,1,3.8608500,0.0000100,-0.0000100,0,1,2.6360000,0.1160000,-0.1160000,0,1,14190.0000000,2.1469100,-2.1469100,0,1,11.1063000,0.6836510,-0.6836510,0,1,194.7050000,,,,,1040.0000000,,,,,10.8407000,0.006,-0.006,0,1,144.7170000,0.4920000,-0.4920000,0,1,5019.0000000,166.0000000,-166.0000000,0,1,4.4300000,0.0900000,-0.0900000,0,1,0.9200000,0.0600000,-0.0600000,0,1,2020-06-19 07:20:03,2020-11-17 12:00:42
2041.01,2041,54364414,54364414.01,1,FP,01h16m56.36s,19.2348460,,,+62d21m06.08s,62.3516900,,,78.9160000,0.037,-0.037,0,1,-13.7370000,0.048,-0.048,0,1,2458792.0945100,0.002830,-0.002830,0,1,1.3747700,0.0000300,-0.0000300,0,1,1.6010000,0.1290000,-0.1290000,0,1,960.0000000,0.9185220,-0.9185220,0,1,3.0101000,0.1846310,-0.1846310,0,1,1122.8200000,,,,,1612.0000000,,,,,10.4608000,0.006,-0.006,0,1,177.3310000,0.9395000,-0.9395000,0,1,5825.0000000,155.6000000,-155.6000000,0,1,4.4400000,0.0800000,-0.0800000,0,1,1.0200000,0.0500000,-0.0500000,0,1,2020-06-19 07:20:03,2020-07-29 12:00:31
2042.01,2042,269424395,269424395.01,1,FP,23h21m28.66s,350.3694070,,,+60d48m04.22s,60.8011710,,,-8.5630000,0.043,-0.043,0,1,-13.1660000,0.039,-0.039,0,1,2458768.1494500,0.006660,-0.006660,0,1,2.4187200,0.0000900,-0.0000900,0,1,2.6850000,0.3080000,-0.3080000,0,1,1160.0000000,2.0375800,-2.0375800,0,1,7.2352900,0.4839180,-0.4839180,0,1,1660.5200000,,,,,1778.0000000,,,,,10.9518000,0.006,-0.006,0,1,511.2200000,6.9740000,-6.9740000,0,1,6535.0000000,459.3000000,-459.3000000,0,1,3.9000000,0.1200000,-0.1200000,0,1,2.1600000,0.1000000,-0.1000000,0,1,2020-06-19 07:20:03,2020-07-29 12:00:31
2043.01,2043,346929661,346929661.01,1,PC,00h03m54.61s,0.9775570,,,+59d20m04.85s,59.3346810,,,-3.0710000,0.043,-0.043,0,1,-22.4250000,0.041,-0.041,0,1,2458770.1648300,0.004930,-0.004930,0,1,12.0130000,0.0005300,-0.0005300,0,1,4.1010000,0.4650000,-0.4650000,0,1,820.0000000,1.2690900,-1.2690900,0,1,3.5259500,0.2194750,-0.2194750,0,1,127.1530000,,,,,935.0000000,,,,,10.1976000,0.006,-0.006,0,1,203.5620000,1.2090000,-1.2090000,0,1,6178.0000000,254.9000000,-254.9000000,0,1,4.3300000,0.0900000,-0.0900000,0,1,1.2300000,0.0600000,-0.0600000,0,1,2020-06-19 07:20:03,2020-10-30 01:59:02
2044.01,2044,270333769,270333769.01,1,FP,23h27m31.27s,351.8802810,,,+61d23m33.05s,61.3925150,,,-5.8840000,0.059,-0.059,0,1,-5.0050000,0.057,-0.057,0,1,2458770.0667200,0.009740,-0.009740,0,1,4.1206600,0.0002100,-0.0002100,0,1,1.7210000,0.3210000,-0.3210000,0,1,1000.0000000,2.8597100,-2.8597100,0,1,7.3249400,0.5884520,-0.5884520,0,1,1378.2600000,,,,,1697.0000000,,,,,10.4887000,0.064,-0.064,0,1,664.0060000,16.6285000,-16.6285000,0,1,9953.0000000,965.5000000,-965.5000000,0,1,4.0900000,0.1000000,-0.1000000,0,1,2.3800000,0.1300000,-0.1300000,0,1,2020-06-19 07:20:03,2020-07-29 12:00:31
2045.01,2045,347013211,347013211.01,1,PC,00h04m28.62s,1.1192480,,,+54d56m04.19s,54.9344970,,,14.4720000,0.047,-0.047,0,1,7.9860000,0.040,-0.040,0,1,2458774.6677700,0.002250,-0.002250,0,1,9.0778800,0.0001200,-0.0001200,0,1,6.2140000,0.5460000,-0.5460000,0,1,5600.0000000,2.5925100,-2.5925100,0,1,12.9707000,0.7432580,-0.7432580,0,1,535.6160000,,,,,1340.0000000,,,,,10.7799000,0.006,-0.006,0,1,366.9620000,4.7995000,-4.7995000,0,1,6125.9000000,120.7000000,-120.7000000,0,1,4.0300000,0.0800000,-0.0800000,0,1,1.7200000,0.0900000,-0.0900000,0,1,2020-06-19 07:20:04,2020-12-03 12:00:40
2046.01,2046,468574941,468574941.01,1,PC,01h04m44.39s,16.1849420,,,+74d19m52.7s,74.3313060,,,6.2930000,0.040,-0.040,0,1,-9.9580000,0.041,-0.041,0,1,2458792.3951900,0.000380,-0.000380,0,1,1.4972000,,,0,1,2.8060000,0.1780000,-0.1780000,0,1,16680.0000000,93.9911000,-93.9911000,0,1,18.3536000,1.5747700,-1.5747700,0,1,6345.1400000,,,,,2486.0000000,,,,,10.9960000,0.006,-0.006,0,1,289.6680000,2.2080000,-2.2080000,0,1,6081.0000000,137.7000000,-137.7000000,0,1,4.3100000,0.0800000,-0.0800000,0,1,1.2400000,0.0600000,-0.0600000,0,1,2020-06-19 07:20:04,2020-11-17 12:00:42
2047.01,2047,363761216,363761216.01,1,FP,00h23m28.12s,5.8671460,,,+71d09m31.71s,71.1588070,,,-6.9640000,0.085,-0.085,0,1,-1.6620000,0.072,-0.072,0,1,2458962.9776400,0.000470,-0.000470,0,1,7.4070900,0.0001300,-0.0001300,0,1,2.5390000,0.0550000,-0.0550000,0,1,14870.0000000,1.7377800,-1.7377800,0,1,14.3140000,0.7435740,-0.7435740,0,1,82.4417000,,,,,839.0000000,,,,,10.4708000,0.006,-0.006,0,1,196.5380000,1.9575000,-1.9575000,0,1,5887.0000000,183.3000000,-183.3000000,0,1,4.3500000,0.0800000,-0.0800000,0,1,1.1400000,0.0600000,-0.0600000,0,1,2020-06-19 07:20:04,2020-11-07 12:00:49
2048.01,2048,159873822,159873822.01,1,PC,15h51m41.79s,237.9241070,,,+52d18m22.71s,52.3063080,,,-10.3930000,0.038,-0.038,0,1,-1.3840000,0.043,-0.043,0,1,2458739.1133300,0.005910,-0.005910,0,1,13.7902200,0.0004600,-0.0004600,0,1,3.3120000,0.7860000,-0.7860000,0,1,1110.0000000,2.5543500,-2.5543500,0,1,2.5569100,0.1903700,-0.1903700,0,1,36.1655000,,,,,683.0000000,,,,,10.7545000,0.006,-0.006,0,1,116.5670000,0.2910000,-0.2910000,0,1,5021.6000000,104.2000000,-104.2000000,0,1,4.6000000,0.0800000,-0.0800000,0,1,0.7600000,0.0400000,-0.0400000,0,1,2020-06-19 07:20:04,2021-04-21 12:01:49
2049.01,2049,314835525,314835525.01,1,PC,23h07m38.36s,346.9098200,,,+56d41m40.25s,56.6945130,,,19.1940000,0.045,-0.045,0,1,-0.3560000,0.037,-0.037,0,1,2458768.8665500,0.005850,-0.005850,0,1,5.3032900,0.0002200,-0.0002200,0,1,3.7070000,0.3950000,-0.3950000,0,1,1200.0000000,2.4349500,-2.4349500,0,1,11.7443000,0.9244380,-0.9244380,0,1,473.1420000,,,,,1299.0000000,,,,,10.6568000,0.012,-0.012,0,1,571.4870000,9.0355000,-9.0355000,0,1,6054.7000000,145.0000000,-145.0000000,0,1,3.4100000,0.0900000,-0.0900000,0,1,3.4800000,0.2100000,-0.2100000,0,1,2020-06-19 07:20:04,2020-11-17 12:00:42
205.01,205,281575427,281575427.01,1,PC,00h31m54.11s,7.9754640,,,-56d57m54.29s,-56.9650810,,,31.3400000,0.049,-0.049,0,1,4.6870000,0.039,-0.039,0,1,2458326.3330100,0.004520,-0.004520,0,1,4.2529800,0.0000300,-0.0000300,0,1,3.1090000,0.4420000,-0.4420000,0,1,311.0000000,0.4944050,-0.4944050,0,1,2.3498100,0.1621750,-0.1621750,0,1,645.5790000,,,,,1404.0000000,,,,,9.4525000,0.006,-0.006,0,1,177.7590000,0.9185000,-0.9185000,0,1,6222.5000000,83.0000000,-83.0000000,0,1,4.0600000,0.1600000,-0.1600000,0,1,1.4500000,0.0700000,-0.0700000,0,1,2018-10-22 18:35:28,2020-11-18 10:00:01
2050.01,2050,316468545,316468545.01,1,PC,21h35m37.99s,323.9082970,,,+65d26m15.13s,65.4375360,,,20.9680000,0.059,-0.059,0,1,2.0800000,0.054,-0.054,0,1,2458741.3988400,0.004960,-0.004960,0,1,13.5975000,0.0005600,-0.0005600,0,1,2.7500000,0.3710000,-0.3710000,0,1,480.0000000,1.3919100,-1.3919100,0,1,1.9380500,0.1453680,-0.1453680,0,1,39.1204000,,,,,696.0000000,,,,,9.7036200,0.006,-0.006,0,1,113.7250000,0.3925000,-0.3925000,0,1,5985.0000000,155.5000000,-155.5000000,0,1,4.5900000,0.0800000,-0.0800000,0,1,0.8800000,0.0400000,-0.0400000,0,1,2020-06-19 07:20:04,2020-11-17 12:00:42
2051.01,2051,375850439,375850439.01,1,PC,22h25m10.81s,336.2950390,,,+67d58m16.2s,67.9711680,,,-1.4100000,0.066,-0.066,0,1,-3.7590000,0.068,-0.068,0,1,2458792.0183200,0.004050,-0.004050,0,1,1.1634300,0.0000400,-0.0000400,0,1,1.6260000,0.3330000,-0.3330000,0,1,590.0000000,1.5195900,-1.5195900,0,1,6.3945900,0.5223520,-0.5223520,0,1,25168.8000000,,,,,3509.0000000,,,,,10.6234000,0.029,-0.029,0,1,809.8800000,24.4730000,-24.4730000,0,1,11265.0000000,684.1000000,-684.1000000,0,1,4.0700000,0.0900000,-0.0900000,0,1,2.6200000,0.1600000,-0.1600000,0,1,2020-06-19 07:20:04,2020-11-17 12:00:42
2052.01,2052,1100766816,1100766816.01,1,FP,15h54m00.24s,238.5010170,,,+19d35m48.79s,19.5968870,,,-66.9320000,0.113,-0.113,0,1,-89.6700000,0.094,-0.094,0,1,2458957.0420500,0.002530,-0.002530,0,1,1.6226300,0.0003000,-0.0003000,0,1,1.5550000,0.4220000,-0.4220000,0,1,1630.0000000,6.5431300,-6.5431300,0,1,4.3369200,1.0551700,-1.0551700,0,1,713.4430000,,,,,1439.0000000,,,,,10.0943000,0.008,-0.008,0,1,115.7240000,1.0315000,-1.0315000,0,1,5016.1000000,577.2000000,-577.2000000,0,1,,,,0,1,1.0100000,0.2400000,-0.2400000,0,1,2020-06-19 07:20:04,2020-07-28 16:00:03
2053.01,2053,315755496,315755496.01,1,PC,20h41m19.53s,310.3313720,,,+82d26m07.09s,82.4353020,,,-4.7450000,0.038,-0.038,0,1,8.2960000,0.038,-0.038,0,1,2458795.7241200,0.002710,-0.002710,0,1,4.2780800,0.0001300,-0.0001300,0,1,2.1110000,0.5150000,-0.5150000,0,1,740.0000000,2.3234100,-2.3234100,0,1,15.8720000,,,0,1,187.0670000,,,,,1030.0000000,,,,,10.5008000,0.007,-0.007,0,1,583.5110000,7.1165000,-7.1165000,0,1,4772.0000000,122.0000000,-122.0000000,0,1,,,,0,1,5.2800000,,,0,1,2020-06-19 07:20:04,2021-01-09 12:01:24
2054.01,2054,378355116,378355116.01,1,PC,23h52m59.61s,358.2483920,,,+60d28m54s,60.4816670,,,-0.9000000,4.800,-4.800,0,1,0.7000000,5.000,-5.000,0,1,2458769.2224800,0.006440,-0.006440,0,1,3.5677100,0.0001600,-0.0001600,0,1,3.2920000,0.9210000,-0.9210000,0,1,880.0000000,4.0654400,-4.0654400,0,1,6.2298100,4.3936700,-4.3936700,0,1,3624.8100000,,,,,2161.0000000,,,,,10.7633000,0.006,-0.006,0,1,,,,0,1,8124.0000000,221.0000000,-221.0000000,0,1,,,,0,1,2.0800000,1.4600000,-1.4600000,0,1,2020-06-19 07:20:04,2020-11-17 12:00:42
2055.01,2055,322062001,322062001.01,1,APC,21h36m57.33s,324.2388570,,,+69d17m02.21s,69.2839460,,,-5.7000000,1.900,-1.900,0,1,-1.7000000,2.000,-2.000,0,1,2458767.3211500,0.000520,-0.000520,0,1,4.6980200,0.0000200,-0.0000200,0,1,2.3240000,0.0890000,-0.0890000,0,1,7390.0000000,1553.5100000,-1553.5100000,0,1,28.8625000,,,0,1,1332.3200000,,,,,,,,,,10.6526000,0.006,-0.006,0,1,376.4230000,,,0,1,6782.0000000,,,0,1,,,,0,1,1.6100000,,,0,1,2020-06-19 07:20:04,2020-11-30 03:13:42
